site_id,m_host,prefixes,post response
1720210693859016296,ABQAPP01,['10.155.200.0/22'],
1720210694725004196,YEGEWP01,['10.138.208.0/22'],
1720210692929005896,AGSMCP01,['10.119.44.0/22'],
1720210701323021596,SHVSHP01,['10.122.32.0/22'],
1720210699096005396,YEGCYP01,['10.134.148.0/22'],
1720210706757024396,MTHFIP01,['10.36.8.0/22'],
1720210714156002996,MSYSDP01,['10.118.176.0/22'],
1720210721356017996,ABQTSP01,['10.153.116.0/22'],
1720210699511002296,RAPCYP01,['10.57.52.0/22'],
1720244885047006096,MCOGPP01,['10.127.48.0/20'],
1720448126941012096,MEMSFP01,['10.39.156.0/22'],
1716585081590010596,CSGLGP01,['10.127.188.0/22'],
1718981714872013396,AVLTSP01,['10.36.224.0/22'],
1718981697626005696,DENRKP01,['10.131.92.0/22'],
1718981708110012596,CLTSHP01,['10.112.8.0/22'],
1718981700315013396,CMHOXP01,['10.24.200.0/22'],
1718981695918010496,DALSKP01,['10.73.88.0/22'],
1718981708272006396,CHIRTP01,['10.129.184.0/22'],
1701879719195018896,MSPWBP01,['10.141.172.0/22'],
1720502547130020596,MESFPP01,['10.238.40.0/22'],
1720534864194022296,TPADSP01,['10.39.80.0/22'],
1720537017889019596,MCIFLP01,['10.50.136.0/22'],
1720547516159004996,BNABHP01,['10.50.200.0/22'],
1720575773858012496,UPGFPP01,['10.236.220.0/22'],
1720581491942021996,SINWIP01,[],
1720602474992024896,GOIFIP01,['10.174.224.0/22'],
1720623849111020596,BKKXRP01,"['10.239.176.0/22', '10.170.48.0/22']",
1719835809303013796,BKKWIP01,['10.239.180.0/22'],
1720643727742022696,SFOYAP01,['10.65.84.0/22'],
1720680451961003796,JKTTFP01,['10.238.136.0/22'],
1720694603096013496,AQJWIP01,['10.211.8.0/22'],
1720696034742015596,DPSMDP01,['10.239.4.0/22'],
1720793784660023796,DXB51P01,['10.242.132.0/22'],
1720808306228002496,BDRRIP01,['10.104.220.0/22'],
1720805291365009796,BDRSHP01,['10.102.148.0/22'],
1720805279371007496,MCICOP01,['10.56.88.0/22'],
1720805288050008396,MCIKWP01,['10.143.96.0/22'],
1720805273306003396,BOSSWP01,['10.25.236.0/22'],
1720805298243024096,BOSTVP01,['10.25.240.0/22'],
1720805325983021696,CMHFCP01,['10.26.176.0/22'],
1720805309338004496,CMHSHP01,['10.102.112.0/22'],
1720808319457001596,BOSNHP01,['10.109.68.0/22'],
1720806087480014096,BOSDEP01,['10.98.140.0/22'],
1720808255036015796,LIHAKP01,['10.65.20.0/22'],
1720808340738024596,CMHNWP01,['10.104.136.0/22'],
1720808268812021496,CMHTHP01,['10.25.144.0/22'],
1720808312162000696,CHIBKP01,['10.136.108.0/22'],
1720808327449019196,CHITLP01,['10.130.56.0/22'],
1720808264112000696,EWRSDP01,['10.99.152.0/22'],
1720805316102015596,BOSFLP01,['10.24.128.0/22'],
1720808860086007896,CHIBOP01,['10.57.152.0/22'],
1720808877638023196,EWRABP01,['10.25.28.0/22'],
1720810635686021696,EWRBWP01,['10.96.56.0/22'],
1720810627060004396,OAKACP01,['10.66.64.0/22'],
1720810627206001896,OAKMCP01,['10.155.96.0/22'],
1720810612318005296,LAWDUP01,['10.66.100.0/22'],
1720810607131010296,BHMRHP01,['10.122.76.0/22'],
1720810602431009696,BHMRIP01,['10.123.128.0/22'],
1720804773843010096,AUSSNP01,['10.149.192.0/22'],
1720804855122004296,BOSFXP01,['10.100.56.0/22'],
1720804862978024996,MCISNP01,['10.56.104.0/22'],
1720804873337000696,OAKOXP01,['10.68.96.0/22'],
1720804870212013196,EWRCUP01,['10.109.240.0/22'],
1720804881193024096,MCIFGP01,['10.58.176.0/22'],
1720804886866000696,AUSTEP01,['10.69.124.0/22'],
1720804893911008196,BOSPPP01,['10.107.180.0/22'],
1720804899198017696,DABDBP01,['10.124.228.0/22'],
1720805037210018596,OAKRRP01,['10.37.120.0/22'],
1720805042853019396,CMHNCP01,['10.109.152.0/22'],
1720805053451005096,LAXWCP01,['10.152.128.0/22'],
1720805791357016496,MKEFIP01,['10.48.112.0/22'],
1720806053576006396,DABAKP01,['10.34.120.0/22'],
1720806051423012496,MKEFWP01,['10.49.176.0/22'],
1720808274835019496,BHMMCP01,['10.120.64.0/22'],
1720808284231004196,OKCBWP01,['10.152.164.0/22'],
1720808288799007296,MCIFEP01,['10.56.52.0/22'],
1720808300720023396,BHMCOP01,['10.122.4.0/22'],
1720808332500006396,LAXWVP01,['10.154.172.0/22'],
1720808823427005996,ATLBDP01,['10.124.16.0/22'],
1720808844187018696,OAKBRP01,['10.153.56.0/22'],
1720808851080014596,AUSRSP01,['10.144.252.0/22'],
1720808868462007896,OKCDFP01,['10.66.196.0/22'],
1720813134598007896,EWRWWP01,['10.104.108.0/22'],
1720814486108013096,LAXMAP01,['10.73.148.0/22'],
1720814490508012596,LAXRLP01,['10.67.124.0/22'],
1720814725216013996,BHMFDP01,['10.40.56.0/22'],
1720815054803021096,BHMSDP01,['10.122.20.0/22'],
1720815334766017496,AUSRTP01,['10.157.244.0/22'],
1720815331657001796,AUSSWP01,['10.68.80.0/22'],
1720810618438000796,BURLPP01,['10.69.104.0/22'],
1720810604819008896,AZOFWP01,['10.133.56.0/22'],
1720810598874008796,CMHRDP01,['10.106.232.0/22'],
1720810608933008696,BHMSGP01,['10.36.16.0/22'],
1720810606594002496,BOSFOP01,['10.26.60.0/22'],
1720810610692001096,MKETSP01,['10.128.236.0/22'],
1720810624536008796,LAXSDP01,['10.70.44.0/22'],
1720810621582017296,MKEFBP01,['10.57.76.0/22'],
1720810626351021696,LAXMPP01,['10.67.160.0/22'],
1720810630070023096,AUSTOP01,['10.67.72.0/22'],
1720810638924020796,OAKRWP01,['10.66.156.0/22'],
1720810786659002496,MKEMWP01,['10.128.116.0/22'],
1720812730704022996,DAYFNP01,['10.17.40.0/22'],
1720812739652022696,CHIWLP01,['10.139.212.0/22'],
1720810602769009896,MIAJTP01,['10.124.56.0/22'],
1720812741669011696,CHIMNP01,['10.130.120.0/22'],
1720812748773004996,CHINVP01,['10.135.124.0/22'],
1720812746018021596,AZOFFP01,['10.48.248.0/22'],
1720810622040001696,MCISOP01,['10.57.236.0/22'],
1720812756667002396,AZOTSP01,['10.137.196.0/22'],
1720812749660003996,MKERBP01,['10.57.120.0/22'],
1720813758630021196,LIHSKP01,['10.156.188.0/22'],
1720813759374000196,DAYRIP01,['10.99.164.0/22'],
1720813759582009096,CHIBLP01,['10.132.92.0/22'],
1720812735163018696,CHINTP01,['10.136.216.0/22'],
1720978395493014996,JKTGSP01,['10.238.152.0/22'],
1721047038241002096,KULDMP01,['10.238.112.0/22'],
1721066683017009196,HKTFPP01,['10.170.136.0/22'],
1721107187432025496,BKIMDP01,['10.239.216.0/22'],
1721050940210016496,CMPCYP01,['10.128.204.0/22'],
1701276987733016496,TPACYP01,['10.115.200.0/22'],
1721055131544005396,PHLKRP01,['10.27.180.0/22'],
1721057173303009496,BUESGP01,['10.45.160.0/22'],
1721065927400013896,TPACWP01,['10.117.220.0/22'],
1699895918121007696,MEMLXP01,['10.116.20.0/22'],
1712587434725001196,JAXBBP01,['10.121.100.0/22'],
1721161164609011296,DOHMQP01,['10.163.152.0/22'],
1719211544857020696,HYDSIP01,['10.238.180.0/22'],
1721213465105018896,CAIAMP01,['10.251.176.0/22'],
1721229810400007796,DEDFIP01,['10.168.36.0/22'],
1721220110159016496,REKEBP01,['10.234.128.0/22'],
1721208525066019796,MAAFOP01,['10.242.48.0/22'],
1721224393885011496,LNKTSP01,['10.129.48.0/22'],
1721228368133012896,INDFKP01,['10.50.80.0/22'],
1721223920277025396,EWROTP01,['10.27.176.0/22'],
1718030972729001596,DABBRP01,['10.39.124.0/22'],
1721278060310017996,USMVLP01,['10.236.208.0/22'],
1721249529605015396,HHQPSP01,['10.238.216.0/22'],
1721308506054021396,ADDERP01,['10.181.36.0/22'],
1721383410809022496,MAAFHP01,['10.242.44.0/22'],
1723001238070013596,SELGIP01,['10.237.136.0/22'],
1721412831512022896,ABIRIP01,['10.155.188.0/22'],
1721413585655005196,ALBSAP01,['10.105.172.0/22'],
1721414196262023196,MKEFGP01,['10.49.232.0/22'],
1721414318847001296,MKESKP01,['10.57.208.0/22'],
1721415697981004796,HARFHP01,['10.24.208.0/22'],
1721415703463023296,HARLGP01,['10.24.172.0/22'],
1721415687869015396,ATLAKP01,['10.123.220.0/22'],
1721415682170021596,ATLTMP01,['10.37.4.0/22'],
1721415751237013696,ISPSHP01,['10.108.88.0/22'],
1721416697319023396,MFRSHP01,['10.154.244.0/22'],
1721407631700023896,TIXCYP01,['10.38.32.0/22'],
1721407632669019396,TIXTSP01,['10.33.192.0/22'],
1721407655346005896,ALBFYP01,['10.24.88.0/22'],
1721407650665021196,ALBRWP01,['10.24.184.0/22'],
1721407649857009196,AVLFFP01,['10.34.244.0/22'],
1721407641112002696,AVLFWP01,['10.35.124.0/22'],
1721407636001024296,MKETWP01,['10.58.104.0/22'],
1721407637629002096,ATLAEP01,['10.35.52.0/22'],
1721407623226013596,ATLAOP01,['10.37.108.0/22'],
1721415756265001596,GSPAPP01,['10.120.92.0/22'],
1721407627588025596,BQKFPP01,['10.35.192.0/22'],
1721407619960015996,BQKRIP01,['10.36.4.0/22'],
1721407615418024496,CLTCDP01,['10.36.28.0/22'],
1721407613373003296,CLTFRP01,['10.35.76.0/22'],
1721408838084005996,ALBCRP01,['10.109.148.0/22'],
1721407611343011796,JAXCYP01,['10.36.192.0/22'],
1721407626722004696,CLTMUP01,['10.36.184.0/22'],
1721407633671022696,HPNOBP01,['10.109.124.0/22'],
1721407635322018496,ATLSHP01,['10.117.164.0/22'],
1721408821595000296,GSPCMP01,['10.35.244.0/22'],
1721407643325024996,ALBMCP01,['10.107.84.0/22'],
1721407630210014296,GONMMP01,['10.97.64.0/22'],
1721407646272003096,ANDRIP01,['10.36.24.0/22'],
1721409566166015796,CVGDRP01,['10.135.160.0/22'],
1721410420755006196,CVGDTP01,['10.102.52.0/22'],
1721411060860023996,DFWALP01,['10.148.72.0/22'],
1721411060823016596,DFWSWP01,['10.69.56.0/22'],
1721408836905010396,ALBWAP01,['10.109.72.0/22'],
1721414311312022496,PHXADP01,['10.68.224.0/22'],
1721415695019005796,PHXGIP01,['10.155.8.0/22'],
1721416687542019196,PHXGLP01,['10.155.12.0/22'],
1721417626003003896,PHXGPP01,['10.77.220.0/22'],
1721417625530021196,SBMFIP01,['10.56.40.0/22'],
1721408837301005996,AVLSHP01,['10.119.168.0/22'],
1721408826505018996,AVLTAP01,['10.37.112.0/22'],
1721409402703016896,STFCTP01,['10.104.208.0/22'],
1721408824272008596,GSOFWP01,['10.40.28.0/22'],
1721408830197019296,MFRTSP01,['10.154.212.0/22'],
1721408833485006696,ATLZTP01,['10.124.224.0/22'],
1721409569922019596,MKEFEP01,['10.57.12.0/22'],
1721409398437005696,DALDSP01,['10.156.200.0/22'],
1721407631225004296,CLTTMP01,['10.123.152.0/22'],
1721407651423000196,ABERRP01,['10.26.128.0/22'],
1721407650249018396,ABEFOP01,['10.26.32.0/22'],
1721410136296008396,GSONCP01,['10.112.244.0/22'],
1721407637992019096,AVLFMP01,['10.40.216.0/22'],
1721407637924017096,ALBRIP01,['10.97.20.0/22'],
1721410417677000496,DALENP01,['10.69.204.0/22'],
1721407650103005196,GONMYP01,['10.101.72.0/22'],
1721409398989024596,GSODTP01,['10.120.88.0/22'],
1721399716251002396,ATWOMP01,['10.50.160.0/22'],
1721419508715013196,MKEMRP01,['10.57.64.0/22'],
1721420883977025496,MKESMP01,['10.49.112.0/22'],
1721420876758021096,HARFLP01,['10.26.76.0/22'],
1721420887262006096,HARTSP01,['10.100.8.0/22'],
1721420871783001596,ATLELP01,['10.35.240.0/22'],
1721420869491014496,ATLNTP01,['10.38.132.0/22'],
1721421526280001096,MYRGDP01,['10.112.76.0/22'],
1721421522744018996,MYRSOP01,['10.38.40.0/22'],
1721421522346010996,CVGAPP01,['10.131.40.0/22'],
1721421517561015096,CVGFCP01,['10.49.196.0/22'],
1721417826225021996,GSPACP01,['10.35.220.0/22'],
1721419520330014196,CVGCIP01,['10.109.136.0/22'],
1721419512019009996,CVGNEP01,['10.104.140.0/22'],
1721420865045019596,EAURIP01,['10.57.196.0/22'],
1721420860842016196,GLEFIP01,['10.74.232.0/22'],
1721420155259020096,DFWCFP01,['10.69.196.0/22'],
1721420870945001396,JAXDOP01,['10.35.100.0/22'],
1721419514805009996,JAXMDP01,['10.37.196.0/22'],
1721419526723013996,PHXRRP01,['10.66.88.0/22'],
1721421773473017796,PHXTXP01,['10.68.244.0/22'],
1721420883722014196,LSEFWP01,['10.49.64.0/22'],
1721420860920024396,SWFFGP01,['10.24.220.0/22'],
1721420879280001796,SWFRNP01,['10.25.104.0/22'],
1721421774755006296,YUMFPP01,['10.68.196.0/22'],
1721408834303023096,JAXEBP01,['10.36.136.0/22'],
1721416681809012996,CLTSOP01,['10.34.184.0/22'],
1721416686590020096,HPNRNP01,['10.24.28.0/22'],
1721408824583014196,MSNTJP01,['10.49.116.0/22'],
1721417601560006696,CVGSFP01,['10.138.72.0/22'],
1721417628741014296,GSOSWP01,['10.33.224.0/22'],
1721418220531017996,CVGTFP01,['10.58.152.0/22'],
1721419519954009796,NYCMLP01,['10.104.156.0/22'],
1721417628605003596,CLTATP01,['10.40.200.0/22'],
1721420870749019596,DALSFP01,['10.66.208.0/22'],
1721420875962011996,DALCGP01,['10.68.28.0/22'],
1721419515534015296,CAEMTP01,['10.119.64.0/22'],
1721420887316018696,CAETUP01,['10.36.48.0/22'],
1721625273198017096,CEBSIP01,['10.170.64.0/22'],
1721646466277014796,DMMSIP01,['10.251.136.0/22'],
1696208811580006796,TYSCYP01,['10.115.128.0/22'],
1721658420746014096,TSERZP01,['10.183.88.0/22'],
1721663766550006096,CUUFPP01,['10.242.156.0/22'],
1721666181828009896,RUHSIP01,['10.250.168.0/22'],
1720613765164011996,DSMNFP01,['10.50.240.0/22'],
1721675754260015896,KINARP01,['10.45.12.0/22'],
1721713223209006296,SELCSP01,['10.235.184.0/22'],
1721721020928022496,MLEWIP01,['10.171.236.0/22'],
1721740641297002596,GVAWHP01,['10.234.204.0/22'],
1712937345981019696,MKTCYP01,['10.137.108.0/22'],
1721790049529002996,HHQSIP01,['10.238.212.0/22'],
1721806582573013496,LKOBRP01,['10.181.12.0/22'],
1721833351013012096,SELFOP01,['10.177.16.0/22'],
1721884993203005396,PERWIP01,['10.236.72.0/22'],
1721890545619005396,ATQMDP01,['10.177.88.0/22'],
1721876694963023896,JHBWIP01,['10.236.44.0/22'],
1667585731448015596,GONSHP01,['10.103.80.0/22'],
1721925144866016796,MCOWSP01,['10.37.96.0/22'],
1721983131135002596,DPSUKP01,['10.243.8.0/22'],
1721994539220008896,ESBBUP01,['10.241.128.0/22'],
1722012555305014396,AUSMDP01,['10.67.196.0/22'],
1722012541827021596,CTDAKP01,['10.65.112.0/22'],
1722012554309004096,CTDSHP01,['10.73.28.0/22'],
1722012531940011696,CLTFVP01,['10.37.32.0/22'],
1722012523208011396,STLCAP01,['10.58.164.0/22'],
1722012592736012796,STLRCP01,['10.58.52.0/22'],
1722012592094011896,ORFFWP01,['10.26.168.0/22'],
1722012594193025096,ORFRVP01,['10.24.56.0/22'],
1722012579819025496,INTMCP01,['10.119.8.0/22'],
1722012538365010796,AUSATP01,['10.68.252.0/22'],
1722015666318010496,PBISHP01,['10.117.184.0/22'],
1722018663647012396,LNSMCP01,['10.107.160.0/22'],
1722010519738000196,HTSTIP01,['10.101.28.0/22'],
1722018666494006496,LNSRIP01,['10.17.236.0/22'],
1722010466670011796,AUSNEP01,['10.152.4.0/22'],
1722015624617009496,SJCMLP01,['10.145.124.0/22'],
1722010574701014196,ORFCDP01,['10.107.76.0/22'],
1722010613054010796,STLAWP01,['10.58.200.0/22'],
1722010575996001596,PHXRMP01,['10.149.72.0/22'],
1722010646329020796,WASDCP01,['10.100.108.0/22'],
1722015624639011096,SJCMSP01,['10.73.184.0/22'],
1722018646275010396,SDFGJP01,['10.136.248.0/22'],
1722018649169000996,SDFOXP01,['10.56.116.0/22'],
1722012482662004496,ORFWSP01,['10.104.184.0/22'],
1722012462467008696,EWBFSP01,['10.24.212.0/22'],
1722012514903023296,OAKRLP01,['10.67.216.0/22'],
1722012501409023996,ORFRNP01,['10.107.168.0/22'],
1722012537887015296,PHXDEP01,['10.144.136.0/22'],
1722012555482002996,PBIBRP01,['10.120.168.0/22'],
1722012578095017596,HTSDEP01,['10.24.40.0/22'],
1722012587057022696,FATTFP01,['10.66.248.0/22'],
1722018644645003696,LGASHP01,['10.25.4.0/22'],
1722012589730012696,FATCCP01,['10.68.100.0/22'],
1722012588985015796,PHXCEP01,['10.146.236.0/22'],
1722018663286019396,WASAEP01,['10.67.204.0/22'],
1722012612219011796,FAISHP01,['10.132.144.0/22'],
1722022330328019196,PHXAXP01,['10.68.76.0/22'],
1722022328985010696,PHXRNP01,['10.153.96.0/22'],
1722020741930011596,MSPFOP01,['10.56.152.0/22'],
1722020742031023896,MSPNWP01,['10.135.116.0/22'],
1722020743710018096,PBIFPP01,['10.37.52.0/22'],
1722020923719002696,PBIGRP01,['10.35.72.0/22'],
1722022195287014296,SJCCLP01,['10.66.8.0/22'],
1722022202311024696,SJCNSP01,['10.74.184.0/22'],
1722022202571005496,SDFLSP01,['10.139.12.0/22'],
1722015649381006096,SDFLMP01,['10.136.220.0/22'],
1722018646139018696,SDFTDP01,['10.58.116.0/22'],
1722018666438019996,WASADP01,['10.66.132.0/22'],
1722023535116007696,WASNCP01,['10.26.116.0/22'],
1722018657915010496,FATTSP01,['10.148.92.0/22'],
1722022198696016596,SJCRNP01,['10.74.188.0/22'],
1722022343148021796,STLFOP01,['10.57.184.0/22'],
1722018663630013296,PBICDP01,['10.40.128.0/22'],
1722018655957004396,PBIFEP01,['10.35.104.0/22'],
1722023530984023696,AUSANP01,['10.150.120.0/22'],
1722022334485023296,SJCFNP01,['10.74.252.0/22'],
1722022337614011496,SDFSHP01,['10.130.64.0/22'],
1722020732380019796,WASCAP01,['10.107.228.0/22'],
1722020746225023396,WASINP01,['10.109.4.0/22'],
1722020744058002596,CHOCHP01,['10.99.72.0/22'],
1722022191258022696,SNAFAP01,['10.67.240.0/22'],
1722010631511008496,ORFNWP01,['10.96.136.0/22'],
1722010662269022196,AUSRNP01,['10.148.88.0/22'],
1722010484627023196,STLFDP01,['10.56.188.0/22'],
1722014232233014496,SJCFMP01,['10.148.12.0/22'],
1722014252834024696,PBIRHP01,['10.112.188.0/22'],
1722014301693003396,SJCSFP01,['10.69.44.0/22'],
1722014326652001496,FATNOP01,['10.66.172.0/22'],
1722014375730005396,HTSDAP01,['10.49.72.0/22'],
1722015629890004096,ORFGBP01,['10.99.20.0/22'],
1722010614174007796,PHXTMP01,['10.154.12.0/22'],
1722015651623012396,ORFNCP01,['10.101.68.0/22'],
1722015655740003796,PHXAPP01,['10.152.176.0/22'],
1722012554433024296,PITLTP01,['10.101.16.0/22'],
1722022197628007796,SDFRTP01,['10.57.252.0/22'],
1722022338368007296,WASAOP01,['10.70.60.0/22'],
1722023537398000896,WASCPP01,['10.105.40.0/22'],
1722022986836002096,STLCBP01,['10.49.164.0/22'],
1722023548510016796,STLTBP01,['10.58.40.0/22'],
1722026189034003096,AUSAWP01,['10.67.60.0/22'],
1722022338536007096,AUSOXP01,['10.68.64.0/22'],
1722024803272016496,MSYMSP01,['10.42.80.0/22'],
1722022196143025196,HKYTSP01,['10.35.168.0/22'],
1722022203306008496,PITACP01,['10.25.152.0/22'],
1722022328570024296,MSPLLP01,['10.130.212.0/22'],
1722022341417012796,PITWSP01,['10.102.88.0/22'],
1722023512059008196,PITBRP01,['10.97.52.0/22'],
1722023518181012596,PBIBOP01,['10.116.200.0/22'],
1722023522943007396,PHXAKP01,['10.159.172.0/22'],
1722023534634011396,MSPSUP01,['10.56.216.0/22'],
1722023538641017496,PITDFP01,['10.24.152.0/22'],
1718134019288020696,HNLKZP01,['10.153.8.0/21'],
1724141029984017696,TYORZP01,['10.163.16.0/22'],
1722197742014025196,AQJLCP01,['10.250.112.0/22'],
1722248190219009796,AMDFIP01,['10.242.36.0/22'],
1722260970505015296,SAOWHP01,['10.211.232.0/22'],
1722267986140012996,DTTSDP01,['10.59.100.0/22'],
1722327042401002396,TYOWYP01,['10.168.160.0/22'],
1722197894106001196,OSAALP01,['10.169.100.0/22'],
1718134019288020696,HNLKZP02,['10.153.8.0/21'],
1722305959190012796,TYOWIP01,['10.236.236.0/22'],
1722333539553020196,HYDFIP01,['10.242.40.0/22'],
1722335927397018396,JAIFPP01,['10.243.48.0/22'],
1724682823462001596,SELSNP01,['10.182.60.0/22'],
1721998201496023896,PHLQCP01,['10.27.164.0/22'],
1722439286281007496,SLASSP01,['10.179.180.0/22'],
1722358792622004696,MAFTBP01,['10.64.120.0/22'],
1722344131595020396,MSYTXP01,['10.39.180.0/22'],
1733881128111015596,TEST-DP_1200S,"['10.26.253.0/25', '10.26.253.0/28']",
1722435494606025296,SJDHMP01,['10.44.16.0/22'],
1716369060783025396,JEDKMP01,['10.242.252.0/22'],
1722430885034004696,BILCYP01,['10.59.88.0/22'],
1722433467810003496,PHXSVP01,['10.75.24.0/22'],
1722505093221003496,PNQFPP01,['10.243.44.0/22'],
1722526356537005396,UIODTP01,['10.44.116.0/22'],
1722518624491025596,GRRHTP01,['10.50.124.0/22'],
1706292383035010996,GRRPAP01,['10.134.96.0/22'],
1722616999968016696,ORFVOP01,['10.106.172.0/22'],
1722617155608007096,RDURNP01,['10.122.144.0/22'],
1722617171093006896,RDUTTP01,['10.35.188.0/22'],
1722616963873023796,SNAADP01,['10.158.124.0/22'],
1722616029959001296,SNAAGP01,['10.152.36.0/22'],
1722618977947011996,ROCCDP01,['10.26.136.0/22'],
1722616033127017396,ROCDLP01,['10.97.80.0/22'],
1722616033804020096,SRQSRP01,['10.34.180.0/22'],
1722616047367004396,MGMBRP01,['10.121.136.0/22'],
1722616036623014896,SRQTBP01,['10.40.40.0/22'],
1722616042827020396,MGMMMP01,['10.119.68.0/22'],
1722616043323019896,ORFBOP01,['10.105.236.0/22'],
1722616047607004596,ORFMCP01,['10.17.64.0/22'],
1722613871917019996,RDUCVP01,['10.120.184.0/22'],
1722616019454002696,SACDTP01,['10.144.200.0/22'],
1722616027278015096,ORFSTP01,['10.102.8.0/22'],
1722616856568005596,DENANP01,['10.57.112.0/22'],
1722616854787011596,DENDEP01,['10.57.232.0/22'],
1722619514008018596,SFONPP01,['10.152.204.0/22'],
1722619731331023396,SFONSP01,['10.155.220.0/22'],
1722618976925018196,PIARPP01,['10.58.128.0/22'],
1722613816900010696,PUJSMP01,['10.242.184.0/22'],
1722616034917006896,PDXHLP01,['10.144.72.0/22'],
1722616032179022496,SDFRIP01,['10.130.180.0/22'],
1722616033582011196,PDXTSP01,['10.147.148.0/22'],
1722616051838017796,RCCATP01,['10.120.112.0/22'],
1722616048488000596,WASFKP01,['10.26.16.0/22'],
1722616856770001696,SACCXP01,['10.154.188.0/22'],
1722616993498013296,ROCFIP01,['10.103.48.0/22'],
1722617004800018096,PIASHP01,['10.136.116.0/22'],
1722617167172022196,ROCFAP01,['10.103.44.0/22'],
1722617165996012496,SNASPP01,['10.69.32.0/22'],
1722618964573008596,SBNCEP01,['10.56.252.0/22'],
1722618975170014296,WASGNP01,"['10.111.28.0/22', '10.111.20.0/22', '10.111.16.0/22', '10.111.24.0/22', '10.111.16.0/20']",
1722618961633023296,SACTAP01,['10.67.176.0/22'],
1722619222039018096,SBNFGP01,['10.49.108.0/22'],
1722629147874001596,RDUCXP01,['10.36.180.0/22'],
1722629149052022996,RDUSXP01,['10.37.132.0/22'],
1722629143679015596,BWIDCP01,['10.24.96.0/22'],
1722623725312009796,SDFFLP01,['10.57.24.0/22'],
1722619503035020696,RDUSSP01,['10.37.76.0/22'],
1722619507615017296,SUXMCP01,['10.56.136.0/22'],
1722619507225025396,WASTMP01,['10.25.120.0/22'],
1722623671355019896,SDFFYP01,['10.49.224.0/22'],
1722616032997003796,SDFFMP01,['10.58.92.0/22'],
1722619512551014496,SACSHP01,['10.152.16.0/22'],
1722619520280011196,WASWAP01,['10.110.16.0/22'],
1722619519383007996,WASRHP01,['10.24.232.0/22'],
1722623680689009996,PDXOXP01,['10.68.228.0/22'],
1722623733948019796,PDXRIP01,['10.144.188.0/22'],
1722629157968014396,ARBTPP01,['10.135.120.0/22'],
1722619555953015896,PDXABP01,['10.69.24.0/22'],
1722623714775018796,SACRDP01,['10.66.228.0/22'],
1722623615367018496,SACSWP01,['10.68.24.0/22'],
1722629154735002196,TPAABP01,['10.36.156.0/22'],
1722623655610017796,ARBRNP01,['10.139.224.0/22'],
1722629076711013596,TPAMSP01,['10.112.24.0/22'],
1722619713055020296,PDXHBP01,['10.147.4.0/22'],
1722631963758002596,RALMCP01,['10.152.184.0/22'],
1722623632046022996,HNLRIP01,['10.66.136.0/22'],
1722626616085024196,ROCAPP01,['10.104.200.0/22'],
1722626245913015296,ROCRIP01,['10.100.104.0/22'],
1722626230593009096,GRRFNP01,['10.58.96.0/22'],
1722626606678008796,GRRSLP01,['10.49.248.0/22'],
1722626597877019896,SDFFAP01,['10.57.228.0/22'],
1722626627401011896,SDFFVP01,['10.58.80.0/22'],
1722632402554008396,TOLRTP01,['10.103.112.0/22'],
1722632379082022596,TOLRWP01,['10.17.92.0/22'],
1722632766005012996,RDUADP01,['10.37.156.0/22'],
1722633242562016796,RDUMCP01,['10.122.64.0/22'],
1722634013008023596,GRRTEP01,['10.57.132.0/22'],
1722633252837011496,GRRTWP01,['10.56.92.0/22'],
1669309661276020996,PWMPTP01,['10.103.36.0/22'],
1722833679497006096,CMBSTP01,['10.172.4.0/22'],
1722825068673019896,BKKRBP01,['10.211.52.0/22'],
1722851300142018296,BKKPUP01,['10.242.24.0/22'],
1722861532586004496,GDLJWP01,['10.44.76.0/22'],
1722865425711019596,PSMSIP01,['10.29.204.0/22'],
1722869576233013596,RUHLCP01,['10.242.244.0/22'],
1722872998682024696,ONTALP01,['10.78.28.0/22'],
1722875452156024596,GDLAGP01,['10.45.208.0/22'],
1722875447510004396,BOGAKP01,['10.180.160.0/22'],
1722885352028021296,LAXWBP01,['10.78.100.0/22'],
1722887926513012896,ONTFPP01,['10.78.24.0/22'],
1722457307389021696,MXLFIP01,['10.45.28.0/22'],
1720531072279001096,PWMFHP01,['10.27.144.0/22'],
1704301749773002496,PHLGFP01,['10.109.104.0/22'],
1722959586165010096,MEXRVP01,['10.181.172.0/22'],
1722959897306009496,LAXBWP01,['10.78.136.0/22'],
1722950764553004396,SJOJWP01,['10.167.40.0/22'],
1722968656667018396,CUNWLP01,['10.47.168.0/22'],
1722969531949020296,GCMMIP01,['10.47.124.0/22'],
1709900855737013196,DENGOP01,['10.128.4.0/22'],
1722972989575003796,LAXPWP01,['10.78.112.0/22'],
1723016368881019396,SGNJSP01,['10.243.16.0/22'],
1723038784855010096,CAIWIP01,['10.251.160.0/22'],
1723048369342023596,CLLHBP01,['10.75.92.0/22'],
1723080010414013496,TAEMCP01,['10.169.184.0/22'],
1723124751330009096,PBCMCP01,['10.180.224.0/22'],
1723130668132006796,CURPBP01,['10.44.236.0/22'],
1723135007287020996,PTYAKP01,['10.180.56.0/22'],
1723149631323016496,PTYCYP01,['10.167.92.0/22'],
1723225219072016196,MCIPXP01,['10.58.32.0/22'],
1723225213265004496,SANCRP01,['10.69.220.0/22'],
1723228047850017596,SANFMP01,['10.69.176.0/22'],
1723228046991009296,RALFMP01,['10.66.56.0/22'],
1723231184556006196,ELPHAP01,['10.67.224.0/22'],
